"Date","Price","Open","High","Low","Vol.","Change %"
"05/20/1988","27,393.85","27,393.85","27,393.85","27,393.85","","0.08%"
"05/19/1988","27,373.24","27,373.24","27,373.24","27,373.24","","-1.42%"
"05/18/1988","27,767.58","27,767.58","27,767.58","27,767.58","","-0.19%"
"05/17/1988","27,819.98","27,819.98","27,819.98","27,819.98","","0.22%"
"05/16/1988","27,759.87","27,759.87","27,759.87","27,759.87","","1.06%"
"05/13/1988","27,468.31","27,468.31","27,468.31","27,468.31","","0.94%"
"05/12/1988","27,212.58","27,212.58","27,212.58","27,212.58","","0.19%"
"05/11/1988","27,161.05","27,161.05","27,161.05","27,161.05","","-0.92%"
"05/10/1988","27,412.25","27,412.25","27,412.25","27,412.25","","0.54%"
"05/09/1988","27,264.30","27,264.30","27,264.30","27,264.30","","-0.98%"
"05/06/1988","27,534.39","27,534.39","27,534.39","27,534.39","","-0.49%"
"05/02/1988","27,669.72","27,669.72","27,669.72","27,669.72","","0.86%"
"04/28/1988","27,434.12","27,434.12","27,434.12","27,434.12","","0.89%"
"04/27/1988","27,191.97","27,191.97","27,191.97","27,191.97","","-0.20%"
"04/26/1988","27,246.77","27,246.77","27,246.77","27,246.77","","0.12%"
"04/25/1988","27,213.45","27,213.45","27,213.45","27,213.45","","1.40%"
"04/22/1988","26,837.12","26,837.12","26,837.12","26,837.12","","0.03%"
"04/21/1988","26,828.16","26,828.16","26,828.16","26,828.16","","-0.13%"
"04/20/1988","26,864.09","26,864.09","26,864.09","26,864.09","","0.78%"
"04/19/1988","26,657.00","26,657.00","26,657.00","26,657.00","","-0.05%"
"04/18/1988","26,671.45","26,671.45","26,671.45","26,671.45","","-0.83%"
"04/15/1988","26,893.57","26,893.57","26,893.57","26,893.57","","-0.80%"
"04/14/1988","27,111.35","27,111.35","27,111.35","27,111.35","","0.47%"
"04/13/1988","26,985.55","26,985.55","26,985.55","26,985.55","","0.20%"
"04/12/1988","26,930.84","26,930.84","26,930.84","26,930.84","","0.02%"
"04/11/1988","26,924.87","26,924.87","26,924.87","26,924.87","","0.66%"
"04/08/1988","26,748.89","26,748.89","26,748.89","26,748.89","","-0.08%"
"04/07/1988","26,769.22","26,769.22","26,769.22","26,769.22","","0.97%"
"04/06/1988","26,511.17","26,511.17","26,511.17","26,511.17","","0.74%"
"04/05/1988","26,315.35","26,315.35","26,315.35","26,315.35","","-0.08%"
"04/04/1988","26,335.29","26,335.29","26,335.29","26,335.29","","0.89%"
"04/01/1988","26,104.22","26,104.22","26,104.22","26,104.22","","-0.59%"
"03/31/1988","26,260.26","26,260.26","26,260.26","26,260.26","","-0.23%"
"03/30/1988","26,320.07","26,320.07","26,320.07","26,320.07","","1.41%"
"03/29/1988","25,953.09","25,953.09","25,953.09","25,953.09","","1.29%"
"03/28/1988","25,622.71","25,622.71","25,622.71","25,622.71","","-0.02%"
"03/25/1988","25,626.71","25,626.71","25,626.71","25,626.71","","-0.60%"
"03/24/1988","25,781.28","25,781.28","25,781.28","25,781.28","","-0.44%"
"03/23/1988","25,895.23","25,895.23","25,895.23","25,895.23","","0.20%"
"03/22/1988","25,842.75","25,842.75","25,842.75","25,842.75","","-0.48%"
"03/18/1988","25,966.26","25,966.26","25,966.26","25,966.26","","0.36%"
"03/17/1988","25,872.29","25,872.29","25,872.29","25,872.29","","0.65%"
"03/16/1988","25,704.43","25,704.43","25,704.43","25,704.43","","0.90%"
"03/15/1988","25,475.67","25,475.67","25,475.67","25,475.67","","0.17%"
"03/14/1988","25,433.51","25,433.51","25,433.51","25,433.51","","-0.43%"
"03/11/1988","25,543.73","25,543.73","25,543.73","25,543.73","","-0.29%"
"03/10/1988","25,617.82","25,617.82","25,617.82","25,617.82","","0.05%"
"03/09/1988","25,605.39","25,605.39","25,605.39","25,605.39","","0.55%"
"03/08/1988","25,465.73","25,465.73","25,465.73","25,465.73","","-0.59%"
"03/07/1988","25,616.58","25,616.58","25,616.58","25,616.58","","0.00%"
"03/04/1988","25,615.62","25,615.62","25,615.62","25,615.62","","0.08%"
"03/03/1988","25,596.31","25,596.31","25,596.31","25,596.31","","-0.34%"
"03/02/1988","25,682.82","25,682.82","25,682.82","25,682.82","","0.97%"
"03/01/1988","25,435.90","25,435.90","25,435.90","25,435.90","","0.76%"
"02/29/1988","25,242.81","25,242.81","25,242.81","25,242.81","","0.31%"
"02/26/1988","25,165.18","25,165.18","25,165.18","25,165.18","","0.26%"
"02/25/1988","25,100.66","25,100.66","25,100.66","25,100.66","","0.53%"
"02/24/1988","24,968.65","24,968.65","24,968.65","24,968.65","","0.08%"
"02/23/1988","24,949.45","24,949.45","24,949.45","24,949.45","","0.41%"
"02/22/1988","24,846.71","24,846.71","24,846.71","24,846.71","","0.30%"
"02/19/1988","24,773.41","24,773.41","24,773.41","24,773.41","","0.40%"
"02/18/1988","24,675.36","24,675.36","24,675.36","24,675.36","","1.00%"
"02/17/1988","24,429.95","24,429.95","24,429.95","24,429.95","","0.35%"
"02/16/1988","24,345.66","24,345.66","24,345.66","24,345.66","","0.57%"
"02/15/1988","24,207.47","24,207.47","24,207.47","24,207.47","","0.94%"
"02/12/1988","23,981.94","23,981.94","23,981.94","23,981.94","","0.88%"
"02/10/1988","23,771.88","23,771.88","23,771.88","23,771.88","","0.46%"
"02/09/1988","23,662.27","23,662.27","23,662.27","23,662.27","","-0.46%"
"02/08/1988","23,771.60","23,771.60","23,771.60","23,771.60","","0.51%"
"02/05/1988","23,650.80","23,650.80","23,650.80","23,650.80","","-0.25%"
"02/04/1988","23,709.10","23,709.10","23,709.10","23,709.10","","0.48%"
"02/03/1988","23,595.37","23,595.37","23,595.37","23,595.37","","-0.32%"
"02/02/1988","23,672.21","23,672.21","23,672.21","23,672.21","","-0.25%"
"02/01/1988","23,732.32","23,732.32","23,732.32","23,732.32","","0.47%"
"01/29/1988","23,622.32","23,622.32","23,622.32","23,622.32","","0.15%"
"01/28/1988","23,587.25","23,587.25","23,587.25","23,587.25","","1.08%"
"01/27/1988","23,335.91","23,335.91","23,335.91","23,335.91","","-0.69%"
"01/26/1988","23,498.76","23,498.76","23,498.76","23,498.76","","0.77%"
"01/25/1988","23,318.40","23,318.40","23,318.40","23,318.40","","1.93%"
"01/22/1988","22,876.58","22,876.58","22,876.58","22,876.58","","0.73%"
"01/21/1988","22,710.26","22,710.26","22,710.26","22,710.26","","-0.58%"
"01/20/1988","22,843.14","22,843.14","22,843.14","22,843.14","","-0.24%"
"01/19/1988","22,898.17","22,898.17","22,898.17","22,898.17","","-0.05%"
"01/18/1988","22,910.20","22,910.20","22,910.20","22,910.20","","1.36%"
"01/14/1988","22,603.65","22,603.65","22,603.65","22,603.65","","1.25%"
"01/13/1988","22,324.99","22,324.99","22,324.99","22,324.99","","-1.33%"
"01/12/1988","22,625.05","22,625.05","22,625.05","22,625.05","","0.21%"
"01/11/1988","22,578.43","22,578.43","22,578.43","22,578.43","","-1.29%"
"01/08/1988","22,872.56","22,872.56","22,872.56","22,872.56","","0.35%"
"01/07/1988","22,792.13","22,792.13","22,792.13","22,792.13","","0.01%"
"01/06/1988","22,790.50","22,790.50","22,790.50","22,790.50","","5.63%"
"01/05/1988","21,575.28","21,575.28","21,575.28","21,575.28","","1.69%"
"01/04/1988","21,217.04","21,217.04","21,217.04","21,217.04","","-1.61%"
"12/28/1987","21,564.00","21,564.00","21,564.00","21,564.00","","-2.52%"
"12/25/1987","22,120.94","22,120.94","22,120.94","22,120.94","","-1.87%"
"12/24/1987","22,543.37","22,543.37","22,543.37","22,543.37","","-0.66%"
"12/23/1987","22,693.85","22,693.85","22,693.85","22,693.85","","-0.21%"
"12/22/1987","22,741.02","22,741.02","22,741.02","22,741.02","","-0.94%"
"12/21/1987","22,956.84","22,956.84","22,956.84","22,956.84","","0.57%"
"12/18/1987","22,826.97","22,826.97","22,826.97","22,826.97","","-0.32%"
"12/17/1987","22,899.83","22,899.83","22,899.83","22,899.83","","0.35%"
"12/16/1987","22,819.42","22,819.42","22,819.42","22,819.42","","-0.12%"
"12/15/1987","22,846.73","22,846.73","22,846.73","22,846.73","","-0.35%"
"12/14/1987","22,926.28","22,926.28","22,926.28","22,926.28","","-0.48%"
"12/11/1987","23,035.81","23,035.81","23,035.81","23,035.81","","-1.05%"
"12/10/1987","23,280.84","23,280.84","23,280.84","23,280.84","","1.73%"
"12/09/1987","22,885.70","22,885.70","22,885.70","22,885.70","","-0.27%"
"12/08/1987","22,948.34","22,948.34","22,948.34","22,948.34","","1.60%"
"12/07/1987","22,586.52","22,586.52","22,586.52","22,586.52","","-0.07%"
"12/04/1987","22,602.75","22,602.75","22,602.75","22,602.75","","-0.90%"
"12/03/1987","22,808.16","22,808.16","22,808.16","22,808.16","","-0.47%"
"12/02/1987","22,915.49","22,915.49","22,915.49","22,915.49","","0.36%"
"12/01/1987","22,832.89","22,832.89","22,832.89","22,832.89","","0.64%"
"11/30/1987","22,686.78","22,686.78","22,686.78","22,686.78","","-2.50%"
"11/27/1987","23,268.62","23,268.62","23,268.62","23,268.62","","-0.06%"
"11/26/1987","23,282.19","23,282.19","23,282.19","23,282.19","","0.27%"
"11/25/1987","23,219.69","23,219.69","23,219.69","23,219.69","","1.59%"
"11/24/1987","22,856.02","22,856.02","22,856.02","22,856.02","","0.66%"
"11/20/1987","22,705.56","22,705.56","22,705.56","22,705.56","","0.16%"
"11/19/1987","22,668.80","22,668.80","22,668.80","22,668.80","","-0.29%"
"11/18/1987","22,734.49","22,734.49","22,734.49","22,734.49","","1.75%"
"11/17/1987","22,344.28","22,344.28","22,344.28","22,344.28","","-1.20%"
"11/16/1987","22,615.43","22,615.43","22,615.43","22,615.43","","0.74%"
"11/13/1987","22,448.25","22,448.25","22,448.25","22,448.25","","4.19%"
"11/12/1987","21,546.50","21,546.50","21,546.50","21,546.50","","2.42%"
"11/11/1987","21,036.76","21,036.76","21,036.76","21,036.76","","-3.00%"
"11/10/1987","21,686.46","21,686.46","21,686.46","21,686.46","","-3.26%"
"11/09/1987","22,418.37","22,418.37","22,418.37","22,418.37","","-1.65%"
"11/06/1987","22,795.02","22,795.02","22,795.02","22,795.02","","0.73%"
"11/05/1987","22,629.56","22,629.56","22,629.56","22,629.56","","-1.87%"
"11/04/1987","23,060.53","23,060.53","23,060.53","23,060.53","","-1.28%"
"11/02/1987","23,358.60","23,358.60","23,358.60","23,358.60","","2.61%"
"10/30/1987","22,765.04","22,765.04","22,765.04","22,765.04","","3.32%"
"10/29/1987","22,033.89","22,033.89","22,033.89","22,033.89","","-2.41%"
"10/28/1987","22,577.53","22,577.53","22,577.53","22,577.53","","-1.13%"
"10/27/1987","22,834.96","22,834.96","22,834.96","22,834.96","","2.85%"
"10/26/1987","22,202.56","22,202.56","22,202.56","22,202.56","","-4.30%"
"10/23/1987","23,201.22","23,201.22","23,201.22","23,201.22","","-4.93%"
"10/22/1987","24,404.45","24,404.45","24,404.45","24,404.45","","1.91%"
"10/21/1987","23,947.40","23,947.40","23,947.40","23,947.40","","9.30%"
"10/20/1987","21,910.08","21,910.08","21,910.08","21,910.08","","-14.90%"
"10/19/1987","25,746.56","25,746.56","25,746.56","25,746.56","","-2.35%"
"10/16/1987","26,366.74","26,366.74","26,366.74","26,366.74","","-0.23%"
"10/15/1987","26,428.22","26,428.22","26,428.22","26,428.22","","-0.82%"
"10/14/1987","26,646.43","26,646.43","26,646.43","26,646.43","","0.93%"
"10/13/1987","26,400.63","26,400.63","26,400.63","26,400.63","","0.44%"
"10/12/1987","26,284.65","26,284.65","26,284.65","26,284.65","","-0.21%"
"10/09/1987","26,338.77","26,338.77","26,338.77","26,338.77","","0.20%"
"10/08/1987","26,286.75","26,286.75","26,286.75","26,286.75","","1.29%"
"10/07/1987","25,952.27","25,952.27","25,952.27","25,952.27","","-0.52%"
"10/06/1987","26,088.97","26,088.97","26,088.97","26,088.97","","0.27%"
"10/05/1987","26,018.33","26,018.33","26,018.33","26,018.33","","0.60%"
"10/02/1987","25,862.45","25,862.45","25,862.45","25,862.45","","0.55%"
"10/01/1987","25,721.74","25,721.74","25,721.74","25,721.74","","-1.11%"
"09/30/1987","26,010.88","26,010.88","26,010.88","26,010.88","","0.05%"
"09/29/1987","25,998.00","25,998.00","25,998.00","25,998.00","","0.62%"
"09/28/1987","25,837.30","25,837.30","25,837.30","25,837.30","","2.95%"
"09/25/1987","25,095.80","25,095.80","25,095.80","25,095.80","","0.60%"
"09/24/1987","24,944.90","24,944.90","24,944.90","24,944.90","","0.32%"
"09/22/1987","24,866.06","24,866.06","24,866.06","24,866.06","","-0.19%"
"09/21/1987","24,912.42","24,912.42","24,912.42","24,912.42","","0.27%"
"09/18/1987","24,844.84","24,844.84","24,844.84","24,844.84","","-0.04%"
"09/17/1987","24,855.31","24,855.31","24,855.31","24,855.31","","-0.45%"
"09/16/1987","24,967.73","24,967.73","24,967.73","24,967.73","","0.05%"
"09/14/1987","24,954.02","24,954.02","24,954.02","24,954.02","","0.51%"
"09/11/1987","24,828.27","24,828.27","24,828.27","24,828.27","","0.13%"
"09/10/1987","24,795.24","24,795.24","24,795.24","24,795.24","","-0.57%"
"09/09/1987","24,937.93","24,937.93","24,937.93","24,937.93","","-1.06%"
"09/08/1987","25,204.09","25,204.09","25,204.09","25,204.09","","0.80%"
"09/07/1987","25,004.09","25,004.09","25,004.09","25,004.09","","-2.87%"
"09/04/1987","25,744.03","25,744.03","25,744.03","25,744.03","","0.37%"
"09/03/1987","25,649.88","25,649.88","25,649.88","25,649.88","","-1.14%"
"09/02/1987","25,946.60","25,946.60","25,946.60","25,946.60","","-0.66%"
"09/01/1987","26,118.42","26,118.42","26,118.42","26,118.42","","0.34%"
"08/31/1987","26,029.22","26,029.22","26,029.22","26,029.22","","0.21%"
"08/28/1987","25,974.96","25,974.96","25,974.96","25,974.96","","0.02%"
"08/27/1987","25,968.77","25,968.77","25,968.77","25,968.77","","0.36%"
"08/26/1987","25,875.73","25,875.73","25,875.73","25,875.73","","0.91%"
"08/25/1987","25,643.39","25,643.39","25,643.39","25,643.39","","-0.43%"
"08/24/1987","25,754.31","25,754.31","25,754.31","25,754.31","","0.76%"
"08/21/1987","25,559.18","25,559.18","25,559.18","25,559.18","","0.64%"
"08/20/1987","25,396.56","25,396.56","25,396.56","25,396.56","","0.65%"
"08/19/1987","25,231.59","25,231.59","25,231.59","25,231.59","","-0.44%"
"08/18/1987","25,344.34","25,344.34","25,344.34","25,344.34","","-0.14%"
"08/17/1987","25,378.88","25,378.88","25,378.88","25,378.88","","-0.45%"
"08/14/1987","25,494.01","25,494.01","25,494.01","25,494.01","","-0.32%"
"08/13/1987","25,575.73","25,575.73","25,575.73","25,575.73","","0.06%"
"08/12/1987","25,559.23","25,559.23","25,559.23","25,559.23","","1.09%"
"08/11/1987","25,282.97","25,282.97","25,282.97","25,282.97","","0.65%"
"08/10/1987","25,119.69","25,119.69","25,119.69","25,119.69","","1.29%"
"08/07/1987","24,800.94","24,800.94","24,800.94","24,800.94","","0.58%"
"08/06/1987","24,658.23","24,658.23","24,658.23","24,658.23","","1.49%"
"08/05/1987","24,297.14","24,297.14","24,297.14","24,297.14","","0.52%"
"08/04/1987","24,172.60","24,172.60","24,172.60","24,172.60","","-1.27%"
"08/03/1987","24,483.81","24,483.81","24,483.81","24,483.81","","-0.02%"
"07/31/1987","24,488.10","24,488.10","24,488.10","24,488.10","","-0.09%"
"07/30/1987","24,510.35","24,510.35","24,510.35","24,510.35","","0.34%"
"07/29/1987","24,427.10","24,427.10","24,427.10","24,427.10","","0.17%"
"07/28/1987","24,385.81","24,385.81","24,385.81","24,385.81","","1.17%"
"07/27/1987","24,104.98","24,104.98","24,104.98","24,104.98","","0.68%"
"07/24/1987","23,942.94","23,942.94","23,942.94","23,942.94","","3.93%"
"07/23/1987","23,036.52","23,036.52","23,036.52","23,036.52","","1.47%"
"07/22/1987","22,702.73","22,702.73","22,702.73","22,702.73","","-1.63%"
"07/21/1987","23,078.35","23,078.35","23,078.35","23,078.35","","-1.07%"
"07/20/1987","23,328.64","23,328.64","23,328.64","23,328.64","","-2.73%"
"07/17/1987","23,983.44","23,983.44","23,983.44","23,983.44","","-0.08%"
"07/16/1987","24,003.60","24,003.60","24,003.60","24,003.60","","0.14%"
"07/15/1987","23,969.76","23,969.76","23,969.76","23,969.76","","0.16%"
"07/14/1987","23,931.52","23,931.52","23,931.52","23,931.52","","-0.77%"
"07/13/1987","24,118.01","24,118.01","24,118.01","24,118.01","","0.06%"
"07/10/1987","24,102.98","24,102.98","24,102.98","24,102.98","","1.46%"
"07/09/1987","23,755.89","23,755.89","23,755.89","23,755.89","","1.21%"
"07/08/1987","23,472.42","23,472.42","23,472.42","23,472.42","","-1.44%"
"07/07/1987","23,816.09","23,816.09","23,816.09","23,816.09","","-0.23%"
"07/06/1987","23,870.85","23,870.85","23,870.85","23,870.85","","-2.43%"
"07/03/1987","24,465.48","24,465.48","24,465.48","24,465.48","","-0.69%"
"07/02/1987","24,636.44","24,636.44","24,636.44","24,636.44","","1.58%"
"07/01/1987","24,252.38","24,252.38","24,252.38","24,252.38","","0.31%"
"06/30/1987","24,176.39","24,176.39","24,176.39","24,176.39","","-1.36%"
"06/29/1987","24,509.39","24,509.39","24,509.39","24,509.39","","-2.16%"
"06/26/1987","25,049.81","25,049.81","25,049.81","25,049.81","","0.07%"
"06/25/1987","25,031.35","25,031.35","25,031.35","25,031.35","","0.56%"
"06/24/1987","24,892.75","24,892.75","24,892.75","24,892.75","","0.39%"
"06/23/1987","24,794.89","24,794.89","24,794.89","24,794.89","","0.63%"
"06/22/1987","24,640.35","24,640.35","24,640.35","24,640.35","","-2.56%"
"06/19/1987","25,288.10","25,288.10","25,288.10","25,288.10","","-1.80%"
"06/18/1987","25,750.55","25,750.55","25,750.55","25,750.55","","-0.69%"
"06/17/1987","25,929.42","25,929.42","25,929.42","25,929.42","","0.74%"
"06/16/1987","25,738.85","25,738.85","25,738.85","25,738.85","","-0.07%"
"06/15/1987","25,756.44","25,756.44","25,756.44","25,756.44","","-0.53%"
