"Date","Price","Open","High","Low","Vol.","Change %"
"05/30/1995","15,762.97","15,762.97","15,762.97","15,762.97","","1.21%"
"05/29/1995","15,574.03","15,574.03","15,574.03","15,574.03","","-0.77%"
"05/26/1995","15,694.25","15,694.25","15,694.25","15,694.25","","0.74%"
"05/25/1995","15,579.44","15,579.44","15,579.44","15,579.44","","-2.45%"
"05/24/1995","15,970.75","15,970.75","15,970.75","15,970.75","","0.34%"
"05/23/1995","15,916.15","15,916.15","15,916.15","15,916.15","","0.80%"
"05/22/1995","15,789.12","15,789.12","15,789.12","15,789.12","","-2.18%"
"05/19/1995","16,140.85","16,140.85","16,140.85","16,140.85","","-1.05%"
"05/18/1995","16,312.56","16,312.56","16,312.56","16,312.56","","-0.96%"
"05/17/1995","16,471.35","16,471.35","16,471.35","16,471.35","","0.50%"
"05/16/1995","16,388.90","16,388.90","16,388.90","16,388.90","","-1.33%"
"05/15/1995","16,609.70","16,609.70","16,609.70","16,609.70","","1.15%"
"05/12/1995","16,420.79","16,420.79","16,420.79","16,420.79","","-0.25%"
"05/11/1995","16,461.73","16,461.73","16,461.73","16,461.73","","-2.17%"
"05/10/1995","16,826.49","16,826.49","16,826.49","16,826.49","","-0.78%"
"05/09/1995","16,958.22","16,958.22","16,958.22","16,958.22","","-0.85%"
"05/08/1995","17,103.69","17,103.69","17,103.69","17,103.69","","0.09%"
"05/02/1995","17,088.66","17,088.66","17,088.66","17,088.66","","1.65%"
"05/01/1995","16,811.46","16,811.46","16,811.46","16,811.46","","0.03%"
"04/28/1995","16,806.75","16,806.75","16,806.75","16,806.75","","-0.46%"
"04/27/1995","16,883.99","16,883.99","16,883.99","16,883.99","","0.34%"
"04/26/1995","16,826.49","16,826.49","16,826.49","16,826.49","","-0.50%"
"04/25/1995","16,910.54","16,910.54","16,910.54","16,910.54","","0.63%"
"04/24/1995","16,804.05","16,804.05","16,804.05","16,804.05","","-0.97%"
"04/21/1995","16,968.24","16,968.24","16,968.24","16,968.24","","1.95%"
"04/20/1995","16,643.06","16,643.06","16,643.06","16,643.06","","1.63%"
"04/19/1995","16,376.08","16,376.08","16,376.08","16,376.08","","0.93%"
"04/18/1995","16,225.11","16,225.11","16,225.11","16,225.11","","-0.48%"
"04/17/1995","16,304.15","16,304.15","16,304.15","16,304.15","","1.60%"
"04/14/1995","16,047.89","16,047.89","16,047.89","16,047.89","","-2.38%"
"04/13/1995","16,438.79","16,438.79","16,438.79","16,438.79","","0.57%"
"04/12/1995","16,344.92","16,344.92","16,344.92","16,344.92","","0.47%"
"04/11/1995","16,268.88","16,268.88","16,268.88","16,268.88","","0.65%"
"04/10/1995","16,163.09","16,163.09","16,163.09","16,163.09","","2.82%"
"04/07/1995","15,719.50","15,719.50","15,719.50","15,719.50","","-0.61%"
"04/06/1995","15,815.87","15,815.87","15,815.87","15,815.87","","-0.42%"
"04/05/1995","15,882.49","15,882.49","15,882.49","15,882.49","","1.61%"
"04/04/1995","15,630.53","15,630.53","15,630.53","15,630.53","","1.62%"
"04/03/1995","15,381.29","15,381.29","15,381.29","15,381.29","","-4.70%"
"03/31/1995","16,139.95","16,139.95","16,139.95","16,139.95","","-2.25%"
"03/30/1995","16,512.22","16,512.22","16,512.22","16,512.22","","0.31%"
"03/29/1995","16,460.73","16,460.73","16,460.73","16,460.73","","-1.32%"
"03/28/1995","16,681.73","16,681.73","16,681.73","16,681.73","","3.64%"
"03/27/1995","16,096.25","16,096.25","16,096.25","16,096.25","","2.20%"
"03/24/1995","15,749.77","15,749.77","15,749.77","15,749.77","","-0.40%"
"03/23/1995","15,813.41","15,813.41","15,813.41","15,813.41","","-0.57%"
"03/22/1995","15,904.85","15,904.85","15,904.85","15,904.85","","-1.40%"
"03/20/1995","16,129.96","16,129.96","16,129.96","16,129.96","","-0.75%"
"03/17/1995","16,251.23","16,251.23","16,251.23","16,251.23","","-0.64%"
"03/16/1995","16,355.68","16,355.68","16,355.68","16,355.68","","-1.87%"
"03/15/1995","16,666.83","16,666.83","16,666.83","16,666.83","","2.59%"
"03/14/1995","16,245.82","16,245.82","16,245.82","16,245.82","","-1.41%"
"03/13/1995","16,477.64","16,477.64","16,477.64","16,477.64","","0.73%"
"03/10/1995","16,358.38","16,358.38","16,358.38","16,358.38","","-2.41%"
"03/09/1995","16,763.08","16,763.08","16,763.08","16,763.08","","0.85%"
"03/08/1995","16,621.31","16,621.31","16,621.31","16,621.31","","-1.97%"
"03/07/1995","16,955.28","16,955.28","16,955.28","16,955.28","","-0.50%"
"03/06/1995","17,040.72","17,040.72","17,040.72","17,040.72","","0.01%"
"03/03/1995","17,039.62","17,039.62","17,039.62","17,039.62","","0.45%"
"03/02/1995","16,963.18","16,963.18","16,963.18","16,963.18","","2.07%"
"03/01/1995","16,618.71","16,618.71","16,618.71","16,618.71","","-2.55%"
"02/28/1995","17,053.43","17,053.43","17,053.43","17,053.43","","1.46%"
"02/27/1995","16,808.70","16,808.70","16,808.70","16,808.70","","-3.80%"
"02/24/1995","17,472.94","17,472.94","17,472.94","17,472.94","","-2.00%"
"02/23/1995","17,830.02","17,830.02","17,830.02","17,830.02","","-1.53%"
"02/22/1995","18,106.65","18,106.65","18,106.65","18,106.65","","0.06%"
"02/21/1995","18,096.25","18,096.25","18,096.25","18,096.25","","0.78%"
"02/20/1995","17,956.48","17,956.48","17,956.48","17,956.48","","-0.36%"
"02/17/1995","18,020.51","18,020.51","18,020.51","18,020.51","","1.35%"
"02/16/1995","17,780.59","17,780.59","17,780.59","17,780.59","","-1.17%"
"02/15/1995","17,991.00","17,991.00","17,991.00","17,991.00","","-0.81%"
"02/14/1995","18,138.47","18,138.47","18,138.47","18,138.47","","-0.96%"
"02/13/1995","18,313.86","18,313.86","18,313.86","18,313.86","","0.12%"
"02/10/1995","18,291.35","18,291.35","18,291.35","18,291.35","","1.06%"
"02/09/1995","18,099.55","18,099.55","18,099.55","18,099.55","","-1.04%"
"02/08/1995","18,290.25","18,290.25","18,290.25","18,290.25","","-1.14%"
"02/07/1995","18,500.55","18,500.55","18,500.55","18,500.55","","-0.89%"
"02/06/1995","18,667.23","18,667.23","18,667.23","18,667.23","","0.69%"
"02/03/1995","18,538.97","18,538.97","18,538.97","18,538.97","","-0.35%"
"02/02/1995","18,604.30","18,604.30","18,604.30","18,604.30","","-0.72%"
"02/01/1995","18,739.47","18,739.47","18,739.47","18,739.47","","0.48%"
"01/31/1995","18,649.82","18,649.82","18,649.82","18,649.82","","-0.55%"
"01/30/1995","18,752.88","18,752.88","18,752.88","18,752.88","","3.58%"
"01/27/1995","18,104.35","18,104.35","18,104.35","18,104.35","","0.19%"
"01/26/1995","18,070.84","18,070.84","18,070.84","18,070.84","","-0.49%"
"01/25/1995","18,159.48","18,159.48","18,159.48","18,159.48","","0.55%"
"01/24/1995","18,060.73","18,060.73","18,060.73","18,060.73","","1.55%"
"01/23/1995","17,785.49","17,785.49","17,785.49","17,785.49","","-5.60%"
"01/20/1995","18,840.22","18,840.22","18,840.22","18,840.22","","-1.23%"
"01/19/1995","19,075.74","19,075.74","19,075.74","19,075.74","","-0.77%"
"01/18/1995","19,223.31","19,223.31","19,223.31","19,223.31","","-0.09%"
"01/17/1995","19,241.32","19,241.32","19,241.32","19,241.32","","-0.46%"
"01/13/1995","19,331.17","19,331.17","19,331.17","19,331.17","","-0.41%"
"01/12/1995","19,410.01","19,410.01","19,410.01","19,410.01","","-0.71%"
"01/11/1995","19,548.47","19,548.47","19,548.47","19,548.47","","0.24%"
"01/10/1995","19,501.45","19,501.45","19,501.45","19,501.45","","0.29%"
"01/09/1995","19,444.92","19,444.92","19,444.92","19,444.92","","-0.38%"
"01/06/1995","19,519.46","19,519.46","19,519.46","19,519.46","","-0.49%"
"01/05/1995","19,616.11","19,616.11","19,616.11","19,616.11","","-0.35%"
"01/04/1995","19,684.04","19,684.04","19,684.04","19,684.04","","-0.20%"
"12/30/1994","19,723.06","19,723.06","19,723.06","19,723.06","","-0.15%"
"12/29/1994","19,752.98","19,752.98","19,752.98","19,752.98","","0.44%"
"12/28/1994","19,665.53","19,665.53","19,665.53","19,665.53","","-0.23%"
"12/27/1994","19,711.36","19,711.36","19,711.36","19,711.36","","-0.08%"
"12/26/1994","19,726.75","19,726.75","19,726.75","19,726.75","","0.47%"
"12/22/1994","19,633.53","19,633.53","19,633.53","19,633.53","","1.51%"
"12/21/1994","19,340.67","19,340.67","19,340.67","19,340.67","","-0.34%"
"12/20/1994","19,406.98","19,406.98","19,406.98","19,406.98","","0.71%"
"12/19/1994","19,270.85","19,270.85","19,270.85","19,270.85","","0.56%"
"12/16/1994","19,163.43","19,163.43","19,163.43","19,163.43","","0.22%"
"12/15/1994","19,121.12","19,121.12","19,121.12","19,121.12","","1.00%"
"12/14/1994","18,931.49","18,931.49","18,931.49","18,931.49","","0.30%"
"12/13/1994","18,875.48","18,875.48","18,875.48","18,875.48","","-0.52%"
"12/12/1994","18,975.10","18,975.10","18,975.10","18,975.10","","-0.02%"
"12/09/1994","18,978.30","18,978.30","18,978.30","18,978.30","","-1.05%"
"12/08/1994","19,180.04","19,180.04","19,180.04","19,180.04","","0.03%"
"12/07/1994","19,174.23","19,174.23","19,174.23","19,174.23","","-0.86%"
"12/06/1994","19,340.47","19,340.47","19,340.47","19,340.47","","0.18%"
"12/05/1994","19,305.66","19,305.66","19,305.66","19,305.66","","1.62%"
"12/02/1994","18,998.30","18,998.30","18,998.30","18,998.30","","-0.08%"
"12/01/1994","19,013.60","19,013.60","19,013.60","19,013.60","","-0.33%"
"11/30/1994","19,075.62","19,075.62","19,075.62","19,075.62","","0.79%"
"11/29/1994","18,926.49","18,926.49","18,926.49","18,926.49","","0.61%"
"11/28/1994","18,811.36","18,811.36","18,811.36","18,811.36","","0.77%"
"11/25/1994","18,666.93","18,666.93","18,666.93","18,666.93","","-0.18%"
"11/24/1994","18,701.24","18,701.24","18,701.24","18,701.24","","-1.38%"
"11/22/1994","18,962.99","18,962.99","18,962.99","18,962.99","","-0.83%"
"11/21/1994","19,121.72","19,121.72","19,121.72","19,121.72","","-0.94%"
"11/18/1994","19,302.56","19,302.56","19,302.56","19,302.56","","-0.18%"
"11/17/1994","19,336.57","19,336.57","19,336.57","19,336.57","","0.15%"
"11/16/1994","19,306.66","19,306.66","19,306.66","19,306.66","","-0.44%"
"11/15/1994","19,391.68","19,391.68","19,391.68","19,391.68","","0.68%"
"11/14/1994","19,261.45","19,261.45","19,261.45","19,261.45","","-0.12%"
"11/11/1994","19,284.36","19,284.36","19,284.36","19,284.36","","0.10%"
"11/10/1994","19,264.85","19,264.85","19,264.85","19,264.85","","-0.82%"
"11/09/1994","19,423.88","19,423.88","19,423.88","19,423.88","","-0.94%"
"11/08/1994","19,609.02","19,609.02","19,609.02","19,609.02","","-0.05%"
"11/07/1994","19,619.22","19,619.22","19,619.22","19,619.22","","-0.97%"
"11/04/1994","19,811.56","19,811.56","19,811.56","19,811.56","","0.31%"
"11/02/1994","19,750.65","19,750.65","19,750.65","19,750.65","","-0.83%"
"11/01/1994","19,916.48","19,916.48","19,916.48","19,916.48","","-0.37%"
"10/31/1994","19,989.60","19,989.60","19,989.60","19,989.60","","0.93%"
"10/28/1994","19,805.16","19,805.16","19,805.16","19,805.16","","0.04%"
"10/27/1994","19,796.36","19,796.36","19,796.36","19,796.36","","0.25%"
"10/26/1994","19,746.35","19,746.35","19,746.35","19,746.35","","0.07%"
"10/25/1994","19,732.15","19,732.15","19,732.15","19,732.15","","-0.61%"
"10/24/1994","19,852.37","19,852.37","19,852.37","19,852.37","","-0.23%"
"10/21/1994","19,899.08","19,899.08","19,899.08","19,899.08","","-0.46%"
"10/20/1994","19,991.90","19,991.90","19,991.90","19,991.90","","0.62%"
"10/19/1994","19,868.87","19,868.87","19,868.87","19,868.87","","-0.62%"
"10/18/1994","19,992.40","19,992.40","19,992.40","19,992.40","","0.17%"
"10/17/1994","19,958.29","19,958.29","19,958.29","19,958.29","","-0.06%"
"10/14/1994","19,969.29","19,969.29","19,969.29","19,969.29","","-0.89%"
"10/13/1994","20,148.83","20,148.83","20,148.83","20,148.83","","0.29%"
"10/12/1994","20,089.72","20,089.72","20,089.72","20,089.72","","1.35%"
"10/11/1994","19,821.46","19,821.46","19,821.46","19,821.46","","0.39%"
"10/07/1994","19,744.75","19,744.75","19,744.75","19,744.75","","0.46%"
"10/06/1994","19,655.23","19,655.23","19,655.23","19,655.23","","-0.49%"
"10/05/1994","19,751.55","19,751.55","19,751.55","19,751.55","","0.93%"
"10/04/1994","19,568.61","19,568.61","19,568.61","19,568.61","","-0.41%"
"10/03/1994","19,650.03","19,650.03","19,650.03","19,650.03","","0.44%"
"09/30/1994","19,563.81","19,563.81","19,563.81","19,563.81","","-0.26%"
"09/29/1994","19,615.12","19,615.12","19,615.12","19,615.12","","0.55%"
"09/28/1994","19,507.60","19,507.60","19,507.60","19,507.60","","0.20%"
"09/27/1994","19,468.89","19,468.89","19,468.89","19,468.89","","-1.74%"
"09/26/1994","19,814.36","19,814.36","19,814.36","19,814.36","","-0.10%"
"09/22/1994","19,833.67","19,833.67","19,833.67","19,833.67","","-0.26%"
"09/21/1994","19,885.38","19,885.38","19,885.38","19,885.38","","0.24%"
"09/20/1994","19,837.27","19,837.27","19,837.27","19,837.27","","1.45%"
"09/19/1994","19,554.11","19,554.11","19,554.11","19,554.11","","-1.22%"
"09/16/1994","19,796.26","19,796.26","19,796.26","19,796.26","","-0.62%"
"09/15/1994","19,919.38","19,919.38","19,919.38","19,919.38","","0.00%"
"09/14/1994","19,919.38","19,919.38","19,919.38","19,919.38","","-0.63%"
"09/13/1994","20,046.11","20,046.11","20,046.11","20,046.11","","0.65%"
"09/12/1994","19,917.28","19,917.28","19,917.28","19,917.28","","0.10%"
"09/09/1994","19,897.88","19,897.88","19,897.88","19,897.88","","-0.10%"
"09/08/1994","19,917.78","19,917.78","19,917.78","19,917.78","","-0.53%"
"09/07/1994","20,023.80","20,023.80","20,023.80","20,023.80","","-1.82%"
"09/06/1994","20,393.98","20,393.98","20,393.98","20,393.98","","-0.07%"
"09/05/1994","20,409.18","20,409.18","20,409.18","20,409.18","","-1.18%"
"09/02/1994","20,653.83","20,653.83","20,653.83","20,653.83","","0.05%"
"09/01/1994","20,642.93","20,642.93","20,642.93","20,642.93","","0.07%"
"08/31/1994","20,628.53","20,628.53","20,628.53","20,628.53","","0.18%"
"08/30/1994","20,592.12","20,592.12","20,592.12","20,592.12","","-0.04%"
"08/29/1994","20,600.42","20,600.42","20,600.42","20,600.42","","0.63%"
"08/26/1994","20,471.49","20,471.49","20,471.49","20,471.49","","0.14%"
"08/25/1994","20,443.29","20,443.29","20,443.29","20,443.29","","-0.33%"
"08/24/1994","20,511.60","20,511.60","20,511.60","20,511.60","","0.64%"
"08/23/1994","20,380.78","20,380.78","20,380.78","20,380.78","","-0.07%"
"08/22/1994","20,394.58","20,394.58","20,394.58","20,394.58","","-0.58%"
"08/19/1994","20,512.70","20,512.70","20,512.70","20,512.70","","-1.68%"
"08/18/1994","20,862.77","20,862.77","20,862.77","20,862.77","","0.18%"
"08/17/1994","20,824.56","20,824.56","20,824.56","20,824.56","","0.18%"
"08/16/1994","20,786.36","20,786.36","20,786.36","20,786.36","","0.78%"
"08/15/1994","20,626.33","20,626.33","20,626.33","20,626.33","","-0.18%"
"08/12/1994","20,663.83","20,663.83","20,663.83","20,663.83","","-0.76%"
"08/11/1994","20,821.36","20,821.36","20,821.36","20,821.36","","0.25%"
"08/10/1994","20,770.25","20,770.25","20,770.25","20,770.25","","0.87%"
"08/09/1994","20,590.22","20,590.22","20,590.22","20,590.22","","-0.22%"
"08/08/1994","20,635.83","20,635.83","20,635.83","20,635.83","","0.56%"
"08/05/1994","20,521.70","20,521.70","20,521.70","20,521.70","","-0.75%"
"08/04/1994","20,676.84","20,676.84","20,676.84","20,676.84","","0.21%"
"08/03/1994","20,632.73","20,632.73","20,632.73","20,632.73","","-0.13%"
"08/02/1994","20,660.13","20,660.13","20,660.13","20,660.13","","1.92%"
"08/01/1994","20,271.35","20,271.35","20,271.35","20,271.35","","-0.87%"
"07/29/1994","20,449.39","20,449.39","20,449.39","20,449.39","","1.00%"
"07/28/1994","20,247.85","20,247.85","20,247.85","20,247.85","","0.55%"
"07/27/1994","20,137.23","20,137.23","20,137.23","20,137.23","","-1.02%"
"07/26/1994","20,345.37","20,345.37","20,345.37","20,345.37","","0.24%"
"07/25/1994","20,297.66","20,297.66","20,297.66","20,297.66","","-0.81%"
"07/22/1994","20,462.89","20,462.89","20,462.89","20,462.89","","-0.78%"
"07/21/1994","20,622.92","20,622.92","20,622.92","20,622.92","","-0.76%"
"07/20/1994","20,780.76","20,780.76","20,780.76","20,780.76","","0.03%"
"07/19/1994","20,775.16","20,775.16","20,775.16","20,775.16","","0.28%"
"07/18/1994","20,717.64","20,717.64","20,717.64","20,717.64","","-0.25%"
"07/15/1994","20,770.15","20,770.15","20,770.15","20,770.15","","0.25%"
"07/14/1994","20,718.04","20,718.04","20,718.04","20,718.04","","0.86%"
"07/13/1994","20,540.41","20,540.41","20,540.41","20,540.41","","0.69%"
"07/12/1994","20,400.48","20,400.48","20,400.48","20,400.48","","-0.35%"
"07/11/1994","20,473.09","20,473.09","20,473.09","20,473.09","","-0.26%"
"07/08/1994","20,526.51","20,526.51","20,526.51","20,526.51","","-0.45%"
"07/07/1994","20,620.02","20,620.02","20,620.02","20,620.02","","-0.04%"
"07/06/1994","20,629.03","20,629.03","20,629.03","20,629.03","","-0.99%"
"07/05/1994","20,834.37","20,834.37","20,834.37","20,834.37","","0.98%"
"07/04/1994","20,631.93","20,631.93","20,631.93","20,631.93","","0.43%"
"07/01/1994","20,543.41","20,543.41","20,543.41","20,543.41","","-0.49%"
"06/30/1994","20,643.93","20,643.93","20,643.93","20,643.93","","0.80%"
"06/29/1994","20,481.00","20,481.00","20,481.00","20,481.00","","-0.77%"
"06/28/1994","20,639.23","20,639.23","20,639.23","20,639.23","","1.67%"
"06/27/1994","20,300.96","20,300.96","20,300.96","20,300.96","","-2.24%"
"06/24/1994","20,766.75","20,766.75","20,766.75","20,766.75","","-1.30%"
"06/23/1994","21,040.21","21,040.21","21,040.21","21,040.21","","2.23%"
"06/22/1994","20,581.32","20,581.32","20,581.32","20,581.32","","-1.11%"
"06/21/1994","20,813.16","20,813.16","20,813.16","20,813.16","","-1.60%"
"06/20/1994","21,152.03","21,152.03","21,152.03","21,152.03","","-1.63%"
"06/17/1994","21,503.30","21,503.30","21,503.30","21,503.30","","0.64%"
"06/16/1994","21,367.47","21,367.47","21,367.47","21,367.47","","0.40%"
"06/15/1994","21,282.96","21,282.96","21,282.96","21,282.96","","-0.33%"
"06/14/1994","21,353.97","21,353.97","21,353.97","21,353.97","","-0.92%"
"06/13/1994","21,552.81","21,552.81","21,552.81","21,552.81","","0.74%"
"06/10/1994","21,395.18","21,395.18","21,395.18","21,395.18","","-0.04%"
"06/09/1994","21,402.78","21,402.78","21,402.78","21,402.78","","0.66%"
"06/08/1994","21,261.95","21,261.95","21,261.95","21,261.95","","1.04%"
"06/07/1994","21,042.71","21,042.71","21,042.71","21,042.71","","1.52%"
"06/06/1994","20,726.65","20,726.65","20,726.65","20,726.65","","-1.09%"
"06/03/1994","20,954.19","20,954.19","20,954.19","20,954.19","","-0.26%"
"06/02/1994","21,009.00","21,009.00","21,009.00","21,009.00","","-0.21%"
"06/01/1994","21,053.11","21,053.11","21,053.11","21,053.11","","0.38%"
"05/31/1994","20,973.59","20,973.59","20,973.59","20,973.59","","0.65%"
"05/30/1994","20,838.97","20,838.97","20,838.97","20,838.97","","0.30%"
"05/27/1994","20,777.15","20,777.15","20,777.15","20,777.15","","1.37%"
"05/26/1994","20,495.80","20,495.80","20,495.80","20,495.80","","-0.81%"
"05/25/1994","20,663.63","20,663.63","20,663.63","20,663.63","","0.20%"
"05/24/1994","20,622.12","20,622.12","20,622.12","20,622.12","","0.26%"
"05/23/1994","20,568.71","20,568.71","20,568.71","20,568.71","","1.11%"
"05/20/1994","20,342.17","20,342.17","20,342.17","20,342.17","","0.60%"
"05/19/1994","20,221.34","20,221.34","20,221.34","20,221.34","","0.34%"
"05/18/1994","20,152.73","20,152.73","20,152.73","20,152.73","","0.10%"
"05/17/1994","20,133.53","20,133.53","20,133.53","20,133.53","","-0.27%"
"05/16/1994","20,188.44","20,188.44","20,188.44","20,188.44","","-0.41%"
"05/13/1994","20,270.75","20,270.75","20,270.75","20,270.75","","0.23%"
"05/12/1994","20,224.24","20,224.24","20,224.24","20,224.24","","0.37%"
"05/11/1994","20,150.13","20,150.13","20,150.13","20,150.13","","1.17%"
"05/10/1994","19,917.78","19,917.78","19,917.78","19,917.78","","0.66%"
"05/09/1994","19,786.96","19,786.96","19,786.96","19,786.96","","-0.38%"
"05/06/1994","19,862.47","19,862.47","19,862.47","19,862.47","","1.49%"
"05/02/1994","19,570.21","19,570.21","19,570.21","19,570.21","","-0.79%"
"04/28/1994","19,725.25","19,725.25","19,725.25","19,725.25","","-0.02%"
"04/27/1994","19,729.15","19,729.15","19,729.15","19,729.15","","0.51%"
"04/26/1994","19,628.93","19,628.93","19,628.93","19,628.93","","-0.41%"
"04/25/1994","19,709.14","19,709.14","19,709.14","19,709.14","","-1.28%"
"04/22/1994","19,964.39","19,964.39","19,964.39","19,964.39","","0.83%"
"04/21/1994","19,799.36","19,799.36","19,799.36","19,799.36","","-0.42%"
"04/20/1994","19,882.18","19,882.18","19,882.18","19,882.18","","-1.54%"
"04/19/1994","20,192.34","20,192.34","20,192.34","20,192.34","","-0.42%"
"04/18/1994","20,277.36","20,277.36","20,277.36","20,277.36","","0.56%"
"04/15/1994","20,164.63","20,164.63","20,164.63","20,164.63","","0.89%"
"04/14/1994","19,987.20","19,987.20","19,987.20","19,987.20","","-0.36%"
"04/13/1994","20,060.41","20,060.41","20,060.41","20,060.41","","2.10%"
"04/12/1994","19,648.33","19,648.33","19,648.33","19,648.33","","-1.26%"
"04/11/1994","19,898.08","19,898.08","19,898.08","19,898.08","","-0.19%"
"04/08/1994","19,934.99","19,934.99","19,934.99","19,934.99","","0.22%"
"04/07/1994","19,890.98","19,890.98","19,890.98","19,890.98","","0.99%"
"04/06/1994","19,696.74","19,696.74","19,696.74","19,696.74","","0.68%"
"04/05/1994","19,563.21","19,563.21","19,563.21","19,563.21","","2.31%"
"04/04/1994","19,122.22","19,122.22","19,122.22","19,122.22","","-0.80%"
"04/01/1994","19,277.16","19,277.16","19,277.16","19,277.16","","0.86%"
"03/31/1994","19,111.92","19,111.92","19,111.92","19,111.92","","-2.29%"
"03/30/1994","19,559.91","19,559.91","19,559.91","19,559.91","","-0.76%"
"03/29/1994","19,709.74","19,709.74","19,709.74","19,709.74","","-1.16%"
"03/28/1994","19,941.79","19,941.79","19,941.79","19,941.79","","0.53%"
"03/25/1994","19,836.48","19,836.48","19,836.48","19,836.48","","-1.01%"
"03/24/1994","20,037.90","20,037.90","20,037.90","20,037.90","","0.38%"
"03/23/1994","19,962.10","19,962.10","19,962.10","19,962.10","","-1.44%"
"03/22/1994","20,253.53","20,253.53","20,253.53","20,253.53","","-1.05%"
"03/18/1994","20,469.45","20,469.45","20,469.45","20,469.45","","-0.60%"
"03/17/1994","20,592.16","20,592.16","20,592.16","20,592.16","","-0.41%"
"03/16/1994","20,677.77","20,677.77","20,677.77","20,677.77","","0.82%"
"03/15/1994","20,508.85","20,508.85","20,508.85","20,508.85","","-0.08%"
"03/14/1994","20,526.15","20,526.15","20,526.15","20,526.15","","2.04%"
"03/11/1994","20,115.31","20,115.31","20,115.31","20,115.31","","0.12%"
"03/10/1994","20,090.71","20,090.71","20,090.71","20,090.71","","1.27%"
"03/09/1994","19,839.18","19,839.18","19,839.18","19,839.18","","-0.30%"
"03/08/1994","19,898.39","19,898.39","19,898.39","19,898.39","","0.44%"
"03/07/1994","19,811.88","19,811.88","19,811.88","19,811.88","","-0.77%"
"03/04/1994","19,966.00","19,966.00","19,966.00","19,966.00","","1.84%"
"03/03/1994","19,605.86","19,605.86","19,605.86","19,605.86","","-0.70%"
"03/02/1994","19,744.77","19,744.77","19,744.77","19,744.77","","-2.33%"
"03/01/1994","20,216.62","20,216.62","20,216.62","20,216.62","","1.10%"
"02/28/1994","19,997.20","19,997.20","19,997.20","19,997.20","","0.98%"
"02/25/1994","19,803.38","19,803.38","19,803.38","19,803.38","","0.19%"
"02/24/1994","19,765.48","19,765.48","19,765.48","19,765.48","","2.19%"
"02/23/1994","19,341.83","19,341.83","19,341.83","19,341.83","","0.00%"
"02/22/1994","19,342.63","19,342.63","19,342.63","19,342.63","","-0.26%"
"02/21/1994","19,393.94","19,393.94","19,393.94","19,393.94","","2.29%"
"02/18/1994","18,959.60","18,959.60","18,959.60","18,959.60","","0.15%"
"02/17/1994","18,931.39","18,931.39","18,931.39","18,931.39","","-0.63%"
"02/16/1994","19,052.11","19,052.11","19,052.11","19,052.11","","0.41%"
"02/15/1994","18,974.60","18,974.60","18,974.60","18,974.60","","-2.49%"
"02/14/1994","19,459.25","19,459.25","19,459.25","19,459.25","","-2.66%"
"02/10/1994","19,990.70","19,990.70","19,990.70","19,990.70","","0.75%"
"02/09/1994","19,841.38","19,841.38","19,841.38","19,841.38","","-2.02%"
"02/08/1994","20,251.23","20,251.23","20,251.23","20,251.23","","1.18%"
"02/07/1994","20,014.40","20,014.40","20,014.40","20,014.40","","-1.41%"
"02/04/1994","20,301.43","20,301.43","20,301.43","20,301.43","","0.63%"
"02/03/1994","20,174.82","20,174.82","20,174.82","20,174.82","","-0.37%"
"02/02/1994","20,250.03","20,250.03","20,250.03","20,250.03","","-0.81%"
"02/01/1994","20,416.34","20,416.34","20,416.34","20,416.34","","0.93%"
"01/31/1994","20,229.12","20,229.12","20,229.12","20,229.12","","7.84%"
"01/28/1994","18,757.88","18,757.88","18,757.88","18,757.88","","-0.71%"
"01/27/1994","18,891.79","18,891.79","18,891.79","18,891.79","","-1.29%"
"01/26/1994","19,138.21","19,138.21","19,138.21","19,138.21","","2.63%"
"01/25/1994","18,648.36","18,648.36","18,648.36","18,648.36","","1.61%"
"01/24/1994","18,353.24","18,353.24","18,353.24","18,353.24","","-4.94%"
"01/21/1994","19,307.43","19,307.43","19,307.43","19,307.43","","0.64%"
"01/20/1994","19,183.92","19,183.92","19,183.92","19,183.92","","0.76%"
"01/19/1994","19,039.40","19,039.40","19,039.40","19,039.40","","2.83%"
"01/18/1994","18,514.55","18,514.55","18,514.55","18,514.55","","-1.13%"
"01/17/1994","18,725.37","18,725.37","18,725.37","18,725.37","","-1.31%"
"01/14/1994","18,973.70","18,973.70","18,973.70","18,973.70","","2.13%"
"01/13/1994","18,577.26","18,577.26","18,577.26","18,577.26","","-1.15%"
"01/12/1994","18,793.88","18,793.88","18,793.88","18,793.88","","1.67%"
"01/11/1994","18,485.25","18,485.25","18,485.25","18,485.25","","0.23%"
"01/10/1994","18,443.44","18,443.44","18,443.44","18,443.44","","1.76%"
"01/07/1994","18,124.01","18,124.01","18,124.01","18,124.01","","1.35%"
"01/06/1994","17,881.99","17,881.99","17,881.99","17,881.99","","0.55%"
"01/05/1994","17,783.48","17,783.48","17,783.48","17,783.48","","2.38%"
"01/04/1994","17,369.74","17,369.74","17,369.74","17,369.74","","-0.27%"
"12/30/1993","17,417.24","17,417.24","17,417.24","17,417.24","","0.84%"
"12/29/1993","17,272.03","17,272.03","17,272.03","17,272.03","","0.82%"
"12/28/1993","17,131.21","17,131.21","17,131.21","17,131.21","","1.85%"
"12/27/1993","16,819.88","16,819.88","16,819.88","16,819.88","","-1.87%"
"12/24/1993","17,141.11","17,141.11","17,141.11","17,141.11","","-1.75%"
