Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12,0.09859661012887955,0.09902526725255822,0.09859661012887955,0.09859661012887955,469033600,0.09859661012887955
1980-12-15,0.09388145360875348,0.09388145360875348,0.09345279633998871,0.09345279633998871,175884800,0.09345279633998871
1980-12-16,0.08702218247975012,0.08702218247975012,0.08659353107213974,0.08659353107213974,105728000,0.08659353107213974
1980-12-17,0.08873682469129562,0.08916548194383776,0.08873682469129562,0.08873682469129562,86441600,0.08873682469129562
1980-12-18,0.09130953997373581,0.09173819157910346,0.09130953997373581,0.09130953997373581,73449600,0.09130953997373581
1980-12-19,0.09688200056552887,0.09731065772232218,0.09688200056552887,0.09688200056552887,48630400,0.09688200056552887
1980-12-22,0.10159725695848465,0.10202668128040271,0.10159725695848465,0.10159725695848465,37363200,0.10159725695848465
1980-12-23,0.10588452965021133,0.10631318688423005,0.10588452965021133,0.10588452965021133,46950400,0.10588452965021133
1980-12-24,0.11145702004432678,0.11188567720409187,0.11145702004432678,0.11145702004432678,48003200,0.11145702004432678
1980-12-26,0.12174545228481294,0.12217410931126484,0.12174545228481294,0.12174545228481293,55574400,0.12174545228481293
1980-12-29,0.12346005439758301,0.12388871137353073,0.12346005439758301,0.12346005439758301,93161600,0.12346005439758301
1980-12-30,0.12088821734067456,0.12088821734067456,0.12045957148075104,0.12045957148075104,68880000,0.12045957148075104
1980-12-31,0.11745897233185838,0.11745897233185838,0.1170303151011467,0.1170303151011467,35750400,0.1170303151011467
1981-01-02,0.11831633001565933,0.11917364487321486,0.11831633001565933,0.11831633001565933,21660800,0.11831633001565933
1981-01-05,0.1161729906368837,0.1161729906368837,0.11574434489011765,0.11574434489011765,35728000,0.11574434489011765
1981-01-06,0.11102839115802592,0.11102839115802592,0.11059973388910294,0.11059973388910294,45158400,0.11059973388910294
1981-01-07,0.10631318688423005,0.10631318688423005,0.10588452965021133,0.10588452965021133,55686400,0.10588452965021133
1981-01-08,0.10416988917402756,0.10416988917402756,0.10374124348163605,0.10374124348163605,39827200,0.10374124348163605
1981-01-09,0.10931380093097687,0.10974245830735105,0.10931380093097687,0.10931380093097687,21504000,0.10931380093097687
1981-01-12,0.10931374312228369,0.10931374312228369,0.10845644026994705,0.10845644026994705,23699200,0.10845644026994705
1981-01-13,0.1050272016701722,0.1050272016701722,0.10459854453802109,0.10459854453802109,23049600,0.10459854453802109
1981-01-14,0.1050272136926651,0.10545587087388471,0.1050272136926651,0.1050272136926651,14291200,0.1050272136926651
1981-01-15,0.10717049241065979,0.1080277953601314,0.10717049241065979,0.10717049241065979,14067200,0.10717049241065979
1981-01-16,0.10674182616445227,0.10674182616445227,0.10631316900253296,0.10631316900253296,13395200,0.10631316900253296
1981-01-19,0.11274296045303345,0.11317161753818833,0.11274296045303345,0.11274296045303345,41574400,0.11274296045303345
1981-01-20,0.10974245830735105,0.10974245830735105,0.10931380093097687,0.10931380093097687,30083200,0.10931380093097687
1981-01-21,0.11145702004432678,0.11231432291682088,0.11145702004432678,0.11145702004432678,15904000,0.11145702004432678
1981-01-22,0.11274296045303345,0.11360027462334321,0.11274296045303345,0.11274296045303345,35548800,0.11274296045303345
1981-01-23,0.1127430231276438,0.11317168045109219,0.11231436580419542,0.1123143658041954,11222400,0.1123143658041954
1981-01-26,0.11102839115802592,0.11102839115802592,0.11059973388910294,0.11059973388910294,24640000,0.11059973388910294
1981-01-27,0.11059974344820189,0.11059974344820189,0.10974244028329849,0.10974244028329849,23699200,0.10974244028329849
1981-01-28,0.10674182616445227,0.10674182616445227,0.10631316900253296,0.10631316900253296,28156800,0.10631316900253296
1981-01-29,0.10288399026910645,0.10288399026910645,0.10245533287525177,0.10245533287525177,43904000,0.10245533287525177
1981-01-30,0.0977393148791155,0.0977393148791155,0.09688200056552887,0.09688200056552887,46188800,0.09688200056552887
1981-02-02,0.09173819157910346,0.09173819157910346,0.09130953997373581,0.09130953997373581,23766400,0.09130953997373581
1981-02-03,0.09473871439695358,0.09516736572490303,0.09473871439695358,0.09473871439695358,19152000,0.09473871439695358
1981-02-04,0.09816797822713852,0.09859662396392956,0.09816797822713852,0.09816797822713852,27865600,0.09816797822713852
1981-02-05,0.09816797822713852,0.09902528114775729,0.09816797822713852,0.09816797822713852,7929600,0.09816797822713852
1981-02-06,0.09859661012887955,0.09902526725255822,0.09859661012887955,0.09859661012887955,13865600,0.09859661012887955
